ID,text
122,"Sophomore Mathematics/Applied Mathematics  No internship experience Java, Python, SQL, C.C.., SAS Data Scientist internship In person United States New York Tech Power BI, Spark, Apache Kafka, Azure, Hive, Snowflake Predictive Analytics, Data Wrangling  "
123,"Sophomore Economics/Economics & Accounting, Statistics & Data Science  No internship experience Java, Python, R, SQL, C.C.., SAS Data Engineer internship No preference United States Georgia Tech Tableau, Spark, Apache Kafka, Airflow, Databricks, SAS, Hive Machine Learning, Natural Language Processing  "
124,"Sophomore Economics/Economics & Accounting, Statistics & Data Science  No internship experience Java, Python, R, SQL Data Engineer internship Remote United States Texas Tech AWS (Amazon Web Services), GCP (Google Cloud Platform), Azure, Databricks, D3.js, Hive, Snowflake Machine Learning, Natural Language Processing NumPy, Pandas "
125,"Sophomore Financial Math & Statistics  At least one internship experience R, SAS Data Engineer internship In person United States Pennsylvania Tech Power BI, Excel, D3.js, Snowflake Data Visualization, Deep Learning, Natural Language Processing, Data Wrangling  "
126,"Sophomore Statistics & Data Science  At least one internship experience Python, R, SAS Data Analyst internship Remote United States Illinois Tech Tableau, Hadoop, SAS, Alteryx, Snowflake   "
127,"Sophomore Mathematics/Applied Mathematics, Statistics & Data Science  No internship experience Java, Python, SAS Data Analyst internship In person United States Florida Tech Excel, Hadoop, Spark, Airflow, Databricks, SPSS, RapidMiner, Snowflake Predictive Analytics NumPy, PyTorch "
128,"Sophomore Statistics & Data Science  No internship experience Java, Python, R, SQL Data Engineer internship No preference United States Florida Tech Excel, Hadoop, Spark, Databricks, SPSS, Jupyter Notebook, RapidMiner, Alteryx Machine Learning NumPy "
129,"Sophomore Statistics & Data Science  No internship experience Python Data Analyst internship No preference United States Georgia Tech Airflow, AWS (Amazon Web Services), D3.js, Hive Machine Learning, Deep Learning, Predictive Analytics  "
130,"Sophomore Statistics & Data Science  At least one internship experience Java, Python, R Data Scientist internship In person United States Texas Tech Power BI, Hadoop, AWS (Amazon Web Services), Databricks, Jupyter Notebook Machine Learning, Data Wrangling NumPy, Pandas, Scikit.learn "
131,"Sophomore Statistics & Data Science  At least one internship experience Java, Python, R, SQL Data Scientist internship No preference Australia  Tech Spark, AWS (Amazon Web Services), GCP (Google Cloud Platform), Alteryx Data Visualization, Machine Learning, Deep Learning  "
132,"Sophomore Computer Science/Computer Engineering Statistics No internship experience Java, Python, C.C.., SAS Data Engineer internship Remote Canada  Tech Tableau, GCP (Google Cloud Platform), Azure, SAS, SPSS, BigQuery, Hive Deep Learning  "
133,"Sophomore Computer Science/Computer Engineering  No internship experience Python, R, SQL, C.C.., SAS Data Engineer internship No preference United States Illinois Tech Excel, AWS (Amazon Web Services), RapidMiner, Snowflake Machine Learning, Deep Learning, Predictive Analytics NumPy, SciPy, PyTorch, Tensorflow "
134,"Sophomore undeclared but going into physics  At least one internship experience Python, C.C.. Data Engineer internship Remote United States Michigan Tech Tableau, Spark, Apache Kafka, Airflow, Jupyter Notebook, BigQuery   "
135,"Sophomore Statistics & Data Science, Economics  At least one internship experience Python Data Engineer internship Remote Germany  Finance Apache Kafka, Databricks Deep Learning, Predictive Analytics  "
136,"Sophomore Economics/Economics & Accounting, Statistics & Data Science  No internship experience Python, R, SQL, SAS Data Analyst internship In person Germany  Tech SAS, RapidMiner, Alteryx Data Visualization, Predictive Analytics, Data Wrangling  "
137,"Sophomore Statistics & Data Science  At least two internship experiences Python, R, SAS Data Analyst internship Remote Canada  Tech Apache Kafka, Airflow, GCP (Google Cloud Platform), Databricks, SAS, Hive, Snowflake Machine Learning, Natural Language Processing, Predictive Analytics  "
138,"Sophomore Electrical engineering Statistics and Data Science At least one internship experience Java, Python, SQL, C.C.. Data Scientist internship Remote United States Georgia Tech Tableau, Excel, D3.js, Alteryx, Hive, Snowflake Data Visualization, Deep Learning, Data Wrangling NumPy, Pandas, Scikit.learn, PyTorch, Tensorflow "
139,"Sophomore Statistics & Data Science  No internship experience Python, R, SAS Data Engineer internship Remote United States Ohio Tech Tableau, Power BI, GCP (Google Cloud Platform) Machine Learning, Predictive Analytics Pandas "
140,"Sophomore Statistics & Data Science  No internship experience Python, R, SQL Data Scientist internship In person United States Ohio Finance Excel, Apache Kafka, GCP (Google Cloud Platform), Alteryx, Hive, Snowflake Machine Learning  "
141,"Sophomore Statistics & Data Science  At least one internship experience Java, Python, R, SQL, C.C.. Data Scientist internship No preference United Kingdom  Tech AWS (Amazon Web Services), GCP (Google Cloud Platform), SPSS, D3.js, BigQuery Deep Learning, Data Wrangling NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow "
142,"Sophomore Computer Science/Computer Engineering, Statistics & Data Science  At least two internship experiences Java, Python, R, SQL Data Scientist internship Remote United States Texas Tech Tableau, Hadoop, Apache Kafka, SAS, SPSS, Jupyter Notebook, D3.js, RapidMiner Deep Learning, Predictive Analytics, Data Wrangling NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow "
143,"Sophomore Mathematics/Applied Mathematics  No internship experience C.C.., SAS Data Analyst internship No preference Australia  Education Tableau, Power BI, Spark, Azure, SPSS, Jupyter Notebook, D3.js, RapidMiner Data Visualization, Machine Learning, Deep Learning, Natural Language Processing, Data Wrangling  "
144,"Sophomore Statistics & Data Science  No internship experience Python Data Analyst internship Remote United States New York Tech GCP (Google Cloud Platform), D3.js Data Visualization, Deep Learning NumPy, SciPy "
145,"Sophomore Economics/Economics & Accounting, Statistics & Data Science  At least two internship experiences Python Data Engineer internship No preference United States Texas Tech Hadoop, Airflow, GCP (Google Cloud Platform), Alteryx, Snowflake  NumPy, Pandas "
146,"Sophomore Computer Science/Computer Engineering  At least two internship experiences Java, Python, SQL, C.C.. Data Analyst internship No preference United States California Tech SPSS, D3.js, RapidMiner, BigQuery Data Visualization, Machine Learning, Deep Learning NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow "
147,"Sophomore Statistics & Data Science  No internship experience Python, SQL, SAS Data Engineer internship In person Germany  Tech Tableau, Hadoop, Apache Kafka Deep Learning, Natural Language Processing NumPy "
148,"Sophomore Statistics & Data Science  No internship experience R, SQL, SAS Data Engineer internship Remote Germany  Tech Hadoop, Spark, AWS (Amazon Web Services), GCP (Google Cloud Platform), Azure, SAS, D3.js   "
149,"Sophomore Statistics & Data Science  No internship experience Python, SAS Data Analyst internship Remote United States North Carolina Retail Spark, Apache Kafka, Databricks, SAS, Alteryx, BigQuery, Snowflake Data Visualization NumPy, SciPy "
150,"Sophomore Computer Science/Computer Engineering Statistical Science, Education At least one internship experience Java, Python, R, SQL, C.C.. Data Scientist internship Remote Canada  Tech Hadoop, Apache Kafka, Airflow, AWS (Amazon Web Services), Databricks, SAS, Jupyter Notebook, D3.js, Hive Data Visualization, Deep Learning NumPy, Scikit.learn, Tensorflow "
151,"Freshman Statistics & Data Science  No internship experience Python, SAS Data Engineer internship In person United Kingdom  Tech AWS (Amazon Web Services), Jupyter Notebook, BigQuery   "
152,"Freshman Computer Science/Computer Engineering  At least one internship experience Java, Python, C.C.. Data Engineer internship No preference United States California Tech Tableau, Apache Kafka, AWS (Amazon Web Services), Databricks, Jupyter Notebook, Alteryx, BigQuery Data Visualization, Machine Learning, Natural Language Processing NumPy, Pandas "
153,"Freshman Computer Science/Computer Engineering Data science (future) At least one internship experience Java, Python, SQL, C.C.. Data Scientist internship No preference Canada  Tech Tableau, Power BI, Spark, GCP (Google Cloud Platform), SAS, RapidMiner, Alteryx, BigQuery, Snowflake Data Visualization, Deep Learning, Predictive Analytics Pandas "
154,"Freshman Statistics & Data Science  No internship experience Python Data Scientist internship Remote Germany  Retail Tableau, Excel, Apache Kafka, Airflow, Azure, Jupyter Notebook, BigQuery Deep Learning, Data Wrangling  "
155,"Freshman Statistics & Data Science  No internship experience Python, C.C.. Data Analyst internship Remote United States Illinois Tech Excel, Hadoop, Apache Kafka, AWS (Amazon Web Services), SPSS, D3.js  Pandas "
156,"Freshman Economics/Economics & Accounting, Statistics & Data Science  At least one internship experience Java, Python, C.C.. Data Scientist internship No preference Canada  Healthcare Hadoop, Spark, GCP (Google Cloud Platform), D3.js, Hive Deep Learning, Predictive Analytics, Data Wrangling Pandas "
157,"Freshman Statistics & Data Science  No internship experience Java Data Analyst internship Remote United States Georgia Tech Excel, Databricks, SPSS, Jupyter Notebook, Alteryx Machine Learning, Data Wrangling  "
158,"Freshman Computer Science/Computer Engineering  No internship experience Java, C.C.., SAS Data Engineer internship Remote United States Georgia Retail Tableau, Power BI, Excel, Spark, Apache Kafka, Airflow, Azure, Databricks, Jupyter Notebook, Alteryx, BigQuery Data Visualization, Machine Learning  "
159,"Freshman Mathematics/Applied Mathematics, Statistics & Data Science  No internship experience SAS Data Engineer internship In person Germany  Tech Hadoop, Spark, Apache Kafka, D3.js, Alteryx   "
160,"Freshman Mathematics/Applied Mathematics, Statistics & Data Science  At least two internship experiences Java, Python, SQL Data Scientist internship Remote United States Texas Retail Tableau, Excel, Airflow, GCP (Google Cloud Platform), Databricks Deep Learning, Predictive Analytics NumPy, Pandas "
161,"Freshman Statistics & Data Science  No internship experience R, SAS Data Scientist internship In person Australia  Tech SAS, SPSS, Jupyter Notebook Natural Language Processing  "
162,"Freshman Electrical Engineering   No internship experience Java, SQL, C.C.., SAS Data Scientist internship In person United Kingdom  Tech Excel, Hadoop, Apache Kafka, Databricks, Jupyter Notebook, BigQuery, Hive, Snowflake Natural Language Processing  "
163,"Freshman Statistics & Data Science  At least one internship experience Java, Python, C.C.., SAS Data Engineer internship No preference Canada  Tech Excel, Databricks, SPSS, D3.js, Alteryx, BigQuery Data Visualization, Natural Language Processing  "
164,"Freshman Statistics & Data Science  No internship experience Python, R, SAS Data Engineer internship In person United States Florida Tech Tableau, Airflow, GCP (Google Cloud Platform), Azure, BigQuery, Hive Data Visualization, Natural Language Processing, Data Wrangling NumPy, Pandas, SciPy "
165,"Freshman Statistics & Data Science  No internship experience  Data Engineer internship No preference United States Georgia Education Power BI, Airflow, GCP (Google Cloud Platform), Databricks, Jupyter Notebook, RapidMiner, Hive Deep Learning  "
166,"Freshman Statistics & Data Science  No internship experience  Data Engineer internship No preference Germany  Tech Hadoop, Spark, GCP (Google Cloud Platform), Azure, SPSS, D3.js Natural Language Processing, Predictive Analytics  "
167,"Freshman Statistics & Data Science  At least one internship experience Java Data Engineer internship No preference United States North Carolina Tech Tableau, Power BI, GCP (Google Cloud Platform), Azure, Databricks, D3.js, BigQuery Natural Language Processing, Predictive Analytics  "
168,"Freshman Computer Science/Computer Engineering  No internship experience  Data Engineer internship In person Canada  Tech Hadoop, Databricks, SPSS, Jupyter Notebook, D3.js Natural Language Processing  "
169,"Freshman Statistics & Data Science  At least one internship experience Java, SAS Data Engineer internship No preference United States Georgia Tech Excel, Hadoop, AWS (Amazon Web Services), SAS Data Visualization, Deep Learning, Natural Language Processing  "
170,"Freshman Statistics & Data Science  At least two internship experiences  Data Scientist internship Remote United States Illinois Tech Tableau, Excel, Spark, GCP (Google Cloud Platform), SPSS, Jupyter Notebook, D3.js, Alteryx Machine Learning  "
171,"Freshman Statistics & Data Science  No internship experience Java, Python Data Scientist internship No preference Canada  Tech Excel, AWS (Amazon Web Services), Databricks, Snowflake Natural Language Processing, Data Wrangling  "
172,"Freshman Statistics & Data Science  At least one internship experience Java, Python, SAS Data Scientist internship Remote United States Ohio Tech Power BI, Excel, Azure, Jupyter Notebook, D3.js, Hive  NumPy, Pandas, Scikit.learn "
173,"Freshman Statistics & Data Science  No internship experience Python, SAS Data Scientist internship In person United States North Carolina Tech  Machine Learning  "
174,"Freshman Statistics & Data Science  No internship experience Java, Python, R, SQL, SAS Data Engineer internship Remote United States Michigan Education Hadoop, Airflow, AWS (Amazon Web Services), Databricks, SAS, Alteryx, Hive Machine Learning, Deep Learning  "
175,"Freshman Statistics & Data Science no No internship experience SAS Data Engineer internship Remote United States Ohio Tech GCP (Google Cloud Platform), Azure, Databricks, BigQuery, Hive Data Visualization, Deep Learning, Data Wrangling  "
176,"Freshman Computer Science/Computer Engineering  At least one internship experience Java, Python, C.C.. Data Scientist internship In person United States North Carolina Tech Excel, Hadoop, Spark, Alteryx Natural Language Processing, Data Wrangling  "
177,"Freshman Computer Science/Computer Engineering  No internship experience Java, Python, C.C.. Data Analyst internship No preference United States Michigan Retail Hadoop, RapidMiner, Alteryx, BigQuery Natural Language Processing, Predictive Analytics NumPy, Pandas, SciPy, PyTorch "
178,"Freshman Undeclared  At least one internship experience Java, Python, C.C.. Data Engineer internship No preference United States Pennsylvania Tech Tableau, Power BI, Excel, AWS (Amazon Web Services), Databricks, D3.js, Snowflake Data Wrangling NumPy, Pandas "
179,"Freshman Statistics & Data Science  No internship experience  Data Analyst internship In person United States Ohio Finance Hadoop, Apache Kafka, GCP (Google Cloud Platform), Jupyter Notebook, RapidMiner Data Visualization, Predictive Analytics  "
180,"Freshman Statistics & Data Science  At least one internship experience Java, Python Data Engineer internship No preference United Kingdom  Tech Tableau, Excel, Hadoop, Apache Kafka, GCP (Google Cloud Platform), Azure, SPSS, Hive  NumPy "
181,"Freshman Statistics & Data Science  At least one internship experience Python, R, SAS Data Analyst internship In person United Kingdom  Tech Power BI, Excel, Spark, AWS (Amazon Web Services), D3.js, BigQuery, Snowflake Deep Learning NumPy, Pandas "
182,"Freshman Statistics & Data Science  No internship experience Java, SAS Data Scientist internship In person United States Pennsylvania Tech Hadoop, Spark, Airflow, Databricks, SPSS, BigQuery, Snowflake Natural Language Processing, Data Wrangling  "
183,"Freshman Statistics & Data Science  At least one internship experience SQL, SAS Data Analyst internship No preference Canada  Tech Excel, Hadoop, Apache Kafka, AWS (Amazon Web Services), RapidMiner   "
184,"Freshman Statistics & Data Science  No internship experience SAS Data Scientist internship In person United States Texas Tech Airflow, GCP (Google Cloud Platform), Azure, SAS, Jupyter Notebook Machine Learning  "
185,"Freshman Statistics & Data Science  No internship experience Python, SAS Data Engineer internship No preference Canada  Tech Power BI, Excel, GCP (Google Cloud Platform), Databricks, SPSS, RapidMiner, BigQuery Machine Learning, Predictive Analytics  "
186,"Freshman Statistics & Data Science  No internship experience C.C.., SAS Data Scientist internship Remote Australia  Tech GCP (Google Cloud Platform), Azure, Jupyter Notebook, Snowflake   "
187,"Freshman Statistics & Data Science  At least one internship experience Java, SAS Data Engineer internship Remote United States Pennsylvania Tech Tableau, Hadoop, Spark, AWS (Amazon Web Services), D3.js, Snowflake Deep Learning, Natural Language Processing, Data Wrangling  "
188,"Freshman Statistics & Data Science  No internship experience Java Data Engineer internship Remote Canada  Tech Hadoop, AWS (Amazon Web Services), GCP (Google Cloud Platform), Databricks Machine Learning, Natural Language Processing  "
189,"Freshman Statistics & Data Science  No internship experience Java, SAS Data Analyst internship Remote Germany  Tech Power BI, Hadoop, GCP (Google Cloud Platform), SPSS, RapidMiner, BigQuery, Hive Deep Learning, Natural Language Processing, Predictive Analytics, Data Wrangling  "
190,"Freshman Statistics & Data Science  At least one internship experience Python Data Scientist internship In person United States New York Education Excel, Hadoop, Databricks, Alteryx, Snowflake Data Visualization, Machine Learning NumPy, Pandas "
191,"Freshman Computer Science/Computer Engineering  No internship experience Python, SAS Data Scientist internship Remote Germany  Tech Power BI, Spark, Apache Kafka, AWS (Amazon Web Services), SAS, SPSS, Alteryx, BigQuery, Snowflake Machine Learning, Natural Language Processing, Predictive Analytics, Data Wrangling NumPy, Pandas "
192,"Freshman Computer Science/Computer Engineering  At least one internship experience Java, R, SQL, SAS Data Scientist internship Remote United Kingdom  Tech Tableau, Airflow, AWS (Amazon Web Services), GCP (Google Cloud Platform), SPSS, Alteryx, BigQuery Data Visualization, Predictive Analytics  "
193,"Freshman Statistics & Data Science  No internship experience Java, Python Data Scientist internship Remote Canada  Tech Tableau, Excel, Airflow, AWS (Amazon Web Services), Azure, SPSS, Alteryx, BigQuery, Snowflake  NumPy, Pandas, PyTorch, Tensorflow "
194,"Freshman Statistics & Data Science  At least one internship experience SAS Data Analyst internship Remote United States Illinois Education Tableau, Power BI, Spark, Jupyter Notebook, BigQuery Deep Learning  "
195,"Freshman Computer Science/Computer Engineering  At least one internship experience Java, Python, C.C.., SAS Data Analyst internship No preference United States California Tech Excel, AWS (Amazon Web Services), Azure, SAS, SPSS, D3.js, Alteryx, BigQuery, Hive, Snowflake Deep Learning  "
196,"Freshman Statistics & Data Science  At least one internship experience Java, Python, SAS Data Engineer internship In person United States California Tech Apache Kafka, Airflow, AWS (Amazon Web Services), Databricks, Jupyter Notebook, Snowflake Deep Learning Pandas "
197,"Freshman Computer Science/Computer Engineering  No internship experience Java, Python, SQL, C.C.., SAS Data Analyst internship Remote United States Michigan Retail Databricks, D3.js, BigQuery Machine Learning, Natural Language Processing, Data Wrangling NumPy, Tensorflow "
198,"Freshman Statistics & Data Science  No internship experience Java, Python, SAS Data Analyst internship Remote Germany  Retail Power BI, Excel, Airflow, Jupyter Notebook, RapidMiner, Hive, Snowflake Data Visualization, Deep Learning  "
199,"Freshman Computer Science/Computer Engineering  No internship experience Java Data Analyst internship No preference United Kingdom  Tech Tableau, Power BI, Hadoop, AWS (Amazon Web Services), GCP (Google Cloud Platform), SPSS, D3.js Data Visualization  "
200,"Freshman Statistics & Data Science  No internship experience Java, Python, R, C.C.. Data Analyst internship No preference United States Michigan Tech Hadoop, Azure, Alteryx, Snowflake   "
201,"Freshman Statistics & Data Science  No internship experience Java, Python, R, C.C.., SAS Data Engineer internship In person United States Ohio Tech Excel, Hadoop, Apache Kafka, Alteryx Machine Learning, Natural Language Processing NumPy, Pandas, PyTorch, Tensorflow "
202,"Junior Computer Science/Computer Engineering  At least one internship experience Java, Python, SQL, C.C.. Data Engineer internship No preference United States California Tech Spark, D3.js, Alteryx Deep Learning NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow "
203,"Freshman Computer Science/Computer Engineering  At least two internship experiences Java, Python, C.C.. Data Scientist internship No preference United States California Tech Databricks, Alteryx, Snowflake  NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow "
204,"Sophomore Computer Science/Computer Engineering  At least one internship experience Java, Python, SQL, C.C.. Data Engineer internship In person United States Florida Tech Excel, Airflow, AWS (Amazon Web Services), SPSS, Jupyter Notebook, D3.js, RapidMiner, BigQuery Deep Learning, Predictive Analytics NumPy, Pandas, Scikit.learn "
205,"Junior Mathematics/Applied Mathematics, Statistics & Data Science  At least two internship experiences Python, R, SQL Data Scientist internship Remote United States Michigan Tech Tableau, SAS, RapidMiner, BigQuery Data Visualization NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow "
206,"Junior Statistics & Data Science  No internship experience Python, R, SQL Data Scientist internship In person United States California Tech Power BI, Apache Kafka, GCP (Google Cloud Platform) Data Visualization, Natural Language Processing  "
207,"Senior Mathematics/Applied Mathematics, Statistics & Data Science  No internship experience Python, R, SQL Data Scientist full time In person Canada  Tech Tableau, Power BI, Excel, AWS (Amazon Web Services), Databricks, SAS, SPSS, Jupyter Notebook, D3.js Predictive Analytics, Data Wrangling NumPy, Pandas, Scikit.learn "
208,"Junior Statistics & Data Science  No internship experience  Data Analyst internship Remote United Kingdom  Tech Tableau, Power BI, Excel, Hadoop, Airflow, Azure Natural Language Processing, Data Wrangling  "
209,"Junior Statistics & Data Science  At least one internship experience Java, Python, R, SQL, SAS Data Analyst internship In person United States Illinois Tech Spark, Apache Kafka, AWS (Amazon Web Services), Azure, SAS, Alteryx Data Visualization, Machine Learning, Natural Language Processing, Data Wrangling NumPy "
210,"Sophomore Statistics & Data Science  No internship experience Java, Python, R, SQL, SAS Data Engineer internship Remote United States Ohio Finance Airflow, AWS (Amazon Web Services), Jupyter Notebook, RapidMiner, BigQuery Deep Learning, Predictive Analytics Pandas "
211,"Sophomore Statistics & Data Science  At least one internship experience Java, Python, R, SQL, SAS Data Engineer internship In person Australia  Tech Tableau, Power BI, Excel, Apache Kafka, AWS (Amazon Web Services), Databricks, D3.js, BigQuery Natural Language Processing  "
212,"Sophomore Economics/Economics & Accounting, Statistics & Data Science  No internship experience Python, R Data Engineer internship In person United States New York Healthcare Power BI, Apache Kafka, D3.js, BigQuery Data Visualization, Predictive Analytics NumPy, Pandas "
213,"Freshman Statistics & Data Science  No internship experience Java, Python Data Scientist internship Remote Germany  Healthcare Spark, Airflow, Azure, Jupyter Notebook, BigQuery Predictive Analytics  "
214,"Sophomore Mathematics/Applied Mathematics, Statistics & Data Science  At least one internship experience Python, R, SQL Data Engineer internship Remote United States Florida Tech Tableau, Power BI, Excel, GCP (Google Cloud Platform), SAS, SPSS, D3.js, Alteryx, Snowflake  Pandas "
215,"Sophomore Economics/Economics & Accounting, Statistics & Data Science - At least one internship experience Python, R, SQL, SAS Data Analyst internship Remote Germany  Tech Spark, Airflow, AWS (Amazon Web Services), RapidMiner, BigQuery, Snowflake Data Visualization, Machine Learning NumPy, Pandas, Scikit.learn, PyTorch "
216,"Freshman Computer Science/Computer Engineering  Advanced internship experience Java, Python, C.C.. Data Engineer internship Remote United States Texas Tech GCP (Google Cloud Platform), Azure, D3.js Data Visualization, Machine Learning NumPy, Pandas, Scikit.learn "
217,"Sophomore Statistics & Data Science  No internship experience SAS Data Scientist internship No preference United States Georgia Tech Hadoop, Apache Kafka, Airflow, Azure, Jupyter Notebook, RapidMiner, Alteryx, BigQuery, Hive Data Visualization, Natural Language Processing, Predictive Analytics  "
218,"Sophomore Statistics & Data Science, Physics  At least two internship experiences Python, R, SQL, C.C.., SAS Data Analyst internship Remote Germany  Tech Power BI, Spark, Airflow, SPSS, Jupyter Notebook, D3.js, RapidMiner, BigQuery, Hive Data Visualization, Deep Learning, Data Wrangling  "
219,"Junior Statistics & Data Science  No internship experience Python, R Data Analyst internship In person Australia  Tech Power BI, Excel, Apache Kafka, Jupyter Notebook, D3.js, RapidMiner, Alteryx Data Visualization, Machine Learning  "
220,"Freshman Mathematics/Applied Mathematics  No internship experience SAS Data Scientist internship No preference Germany  Tech Hadoop, Apache Kafka, Airflow, AWS (Amazon Web Services), Databricks, SPSS Natural Language Processing  "
221,"Freshman Statistics & Data Science  No internship experience SAS Data Engineer internship Remote Canada  Tech Tableau, Hadoop, SPSS, RapidMiner, Hive, Snowflake Machine Learning, Deep Learning, Data Wrangling  "
222,"Sophomore Statistics & Data Science  At least two internship experiences Java, Python, R, SQL Data Scientist internship In person Canada  Tech Tableau, Power BI, Spark, SPSS Data Visualization, Data Wrangling NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow "
223,"Sophomore Computer Science/Computer Engineering  At least one internship experience Java, Python, C.C.., SAS Data Scientist internship Remote United States Illinois Tech Hadoop, Apache Kafka, Azure, Databricks, SPSS, Jupyter Notebook, D3.js, RapidMiner Data Visualization, Machine Learning, Predictive Analytics, Data Wrangling NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow "
224,"Junior Computer Science/Computer Engineering  No internship experience Java, Python, C.C.., SAS Data Engineer internship Remote Canada  Education AWS (Amazon Web Services), SAS, RapidMiner, Alteryx Natural Language Processing NumPy, Pandas, Tensorflow "
225,"Sophomore Statistics & Data Science  No internship experience Java, Python, R, SQL Data Engineer internship Remote Germany  Education Hadoop, Spark, Apache Kafka, GCP (Google Cloud Platform), RapidMiner, Hive Data Visualization  "
226,"Freshman Statistics & Data Science TBD No internship experience Java, Python, C.C.., SAS Data Analyst internship In person United States California Manufacturing Apache Kafka, GCP (Google Cloud Platform), Azure, Hive Natural Language Processing, Predictive Analytics, Data Wrangling NumPy, Pandas, Scikit.learn "
227,"Sophomore Statistics & Data Science  At least two internship experiences Java, Python, R, C.C.., SAS Data Analyst internship No preference Canada  Tech Tableau, Power BI, Apache Kafka, Airflow, RapidMiner, Hive, Snowflake Machine Learning Pandas "
228,"Senior Statistics & Data Science  No internship experience Python, R, SQL, SAS Data Scientist full time In person United States Ohio Tech Power BI, Spark, GCP (Google Cloud Platform), Databricks, D3.js, Alteryx, BigQuery, Hive Natural Language Processing NumPy, Pandas, PyTorch "
229,"Graduate Economics/Economics & Accounting, Statistics & Data Science  No internship experience Python, R, SQL, SAS Data Engineer full time Remote United Kingdom  Tech Power BI, Excel, Airflow, Azure, Snowflake Machine Learning, Deep Learning, Data Wrangling NumPy, Pandas, Scikit.learn, PyTorch, Tensorflow "
230,"Senior Statistics & Data Science  No internship experience Python, R, SQL, SAS Data Scientist full time In person United States California Tech Tableau, Power BI, Hadoop, Spark, AWS (Amazon Web Services), Databricks, SAS, SPSS, Alteryx, Hive Deep Learning, Natural Language Processing, Predictive Analytics NumPy, Pandas, SciPy, Scikit.learn, PyTorch, Tensorflow "
231,"Senior Statistics & Data Science  No internship experience Python, R, SQL, SAS Data Scientist full time Remote United States Georgia Tech Tableau, Power BI, Airflow, Jupyter Notebook, RapidMiner, BigQuery, Snowflake Deep Learning, Predictive Analytics NumPy, Pandas, Scikit.learn, Tensorflow "
232,"Junior Statistics & Data Science  Advanced internship experience Java, Python, R, SQL, C.C.. Data Scientist internship In person United States New York Tech Hadoop, Databricks, Alteryx, Hive Data Wrangling NumPy, Pandas, Scikit.learn, PyTorch, Tensorflow "
233,"Senior Statistics & Data Science Philosophy At least two internship experiences Java, Python, R, SQL, SAS Data Engineer full time In person United States Michigan Finance Tableau, Power BI, Azure, SPSS, Jupyter Notebook, D3.js, Alteryx, BigQuery, Snowflake Predictive Analytics Pandas "
234,"Sophomore Statistics & Data Science Hoping to declare an earth science minor No internship experience Java, Python, C.C.. Data Analyst internship No preference United States California Tech Tableau, Power BI, Hadoop, Databricks, RapidMiner Data Visualization, Machine Learning, Data Wrangling  "
235,"Sophomore Mathematics/Applied Mathematics, Statistics & Data Science  At least one internship experience Python, R, C.C.., SAS Data Scientist internship In person United States Florida Healthcare Power BI, Airflow, AWS (Amazon Web Services), RapidMiner, Alteryx, BigQuery Machine Learning Pandas "
236,"Junior Statistics & Data Science Also majoring in Film and Media Studies At least one internship experience Java, Python, R, SQL Data Scientist internship No preference United States Georgia Retail Power BI, Hadoop, Spark, AWS (Amazon Web Services), GCP (Google Cloud Platform), Databricks, SAS, SPSS, D3.js, RapidMiner Deep Learning, Data Wrangling NumPy, Pandas, PyTorch "
237,"Senior Computer Science/Computer Engineering, Statistics & Data Science  At least two internship experiences Java, Python, R, SQL, C.C.., SAS Data Scientist full time In person United States Georgia Tech Power BI, Hadoop, Spark, AWS (Amazon Web Services), SAS, BigQuery  NumPy, Pandas, PyTorch, Tensorflow "
238,"Senior Statistics & Data Science  No internship experience Python, R, SQL Data Analyst full time In person Canada  Tech Power BI, SAS, D3.js Data Visualization, Machine Learning, Natural Language Processing NumPy, PyTorch "
239,"Junior Economics/Economics & Accounting, Statistics & Data Science  No internship experience Python, R, SQL, SAS Data Analyst internship In person Germany  Tech Tableau, Apache Kafka, GCP (Google Cloud Platform), Azure Data Visualization, Natural Language Processing  "
240,"Junior Financial Math & Statistics, Statistics & Data Science  No internship experience Python, R, SQL, C.C.. Data Engineer internship Remote Canada  Tech Excel, Hadoop, Azure, SAS, D3.js, RapidMiner, Hive Data Visualization, Deep Learning, Data Wrangling NumPy, Pandas, Scikit.learn "
241,"Junior Economics/Economics & Accounting, Statistics & Data Science  No internship experience Python, R, SQL, SAS Data Analyst internship In person United States Pennsylvania Finance Tableau, SPSS, D3.js, RapidMiner, Alteryx, BigQuery Data Visualization, Data Wrangling  "
242,"Freshman Statistics & Data Science  At least one internship experience Java, SAS Data Scientist internship No preference United States Georgia Manufacturing Excel, Spark, Apache Kafka, Azure, SPSS, Jupyter Notebook, D3.js, RapidMiner, Hive Deep Learning  "
243,"Sophomore Statistics & Data Science  No internship experience Python, R, SQL Data Scientist internship No preference United States Pennsylvania Tech Excel, Hadoop, Spark, Airflow, AWS (Amazon Web Services), SAS, D3.js, RapidMiner, Alteryx Data Visualization, Predictive Analytics  "
